세종특별자치시_2015,0,1,96,51,0,40,5.8,1229.0
경기도 수원시_2015,4,34,650,395,2,308,8.9,10526.0
경기도 성남시_2015,6,16,679,423,2,312,9.4,9131.0
경기도 안양시_2015,4,13,345,234,1,173,8.0,4785.0
경기도 부천시_2015,5,22,481,269,7,204,14.0,11868.0
경기도 광명시_2015,1,3,191,108,0,79,6.0,2076.0
경기도 평택시_2015,4,12,220,121,0,97,9.1,4171.0
경기도 안산시_2015,4,20,327,183,10,127,13.6,9492.0
경기도 과천시_2015,0,0,33,18,0,13,0.3,18.0
경기도 오산시_2015,1,3,90,62,0,33,9.6,1987.0
경기도 시흥시_2015,3,3,164,100,7,57,10.5,4199.0
경기도 군포시_2015,2,3,134,86,0,59,8.7,2507.0
경기도 의왕시_2015,0,1,62,43,0,27,12.6,1994.0
경기도 하남시_2015,0,4,77,42,0,33,4.4,728.0
경기도 용인시_2015,3,9,434,282,0,199,9.2,8985.0
경기도 이천시_2015,1,4,96,53,0,41,9.1,1867.0
경기도 안성시_2015,1,3,70,45,0,32,12.8,2308.0
경기도 김포시_2015,2,4,150,101,2,75,8.4,2927.0
경기도 화성시_2015,2,9,246,168,0,107,7.8,4675.0
경기도 광주시_2015,0,3,97,60,0,56,4.6,1424.0
경기도 여주시_2015,0,4,48,30,0,22,16.2,1795.0
경기도 양평군_2015,0,2,39,25,1,27,11.0,1187.0
경기도 의정부시_2015,3,17,241,134,1,87,12.6,5465.0
경기도 동두천시_2015,0,1,38,25,0,16,26.0,2549.0
경기도 고양시_2015,5,21,520,303,2,255,12.5,12798.0
경기도 구리시_2015,1,9,120,79,0,56,13.0,2427.0
경기도 남양주시_2015,3,11,273,166,0,125,8.5,5570.0
경기도 파주시_2015,1,9,157,98,2,69,8.9,3764.0
경기도 양주시_2015,0,3,61,36,0,28,10.7,2194.0
경기도 포천시_2015,2,3,55,33,0,22,13.3,2064.0
경기도 연천군_2015,0,0,16,11,0,7,7.1,323.0
경기도 가평군_2015,0,4,21,16,2,15,19.7,1222.0
강원특별자치도 춘천시_2015,2,7,7,149,3,78,15.4,4272.0
강원특별자치도 원주시_2015,2,15,15,179,3,96,14.5,4817.0
강원특별자치도 강릉시_2015,4,5,5,104,0,52,14.0,3013.0
강원특별자치도 강릉시_2016,4,5,109,54,0,52,14.1,3011.0
강원특별자치도 강릉시_2017,4,4,4,110,54,0,13.4,2864.0
강원특별자치도 강릉시_2018,4,3,3,113,56,0,13.2,2812.0
강원특별자치도 강릉시_2019,4,2,2,116,57,0,12.7,2716.0
강원특별자치도 강릉시_2020,4,3,3,110,59,1,12.5,2660.0
강원특별자치도 강릉시_2021,4,3,3,114,62,1,12.4,2648.0
강원특별자치도 영월군_2015,1,1,1,12,0,6,9.7,390.0
강원특별자치도 평창군_2015,0,0,0,15,0,9,4.4,190.0
강원특별자치도 정선군_2015,0,2,2,10,0,5,8.8,343.0
강원특별자치도 철원군_2015,0,1,1,18,0,7,9.1,445.0
강원특별자치도 화천군_2015,0,0,0,7,0,4,1.9,50.0
강원특별자치도 양구군_2015,0,3,3,6,0,5,8.2,197.0
강원특별자치도 인제군_2015,0,1,1,7,0,5,5.7,191.0
강원특별자치도 고성군_2015,0,0,0,8,0,5,0.3,8.0
강원특별자치도 양양군_2015,0,0,0,6,0,5,1.1,30.0
경상남도 창원시_2015,10,40,525,309,1,276,17.7,18956.0
경상남도 진주시_2015,3,10,177,104,1,83,14.7,5071.0
경상남도 통영시_2015,0,7,76,32,0,27,13.8,1919.0
경상남도 사천시_2015,0,6,44,28,0,29,25.0,2885.0
경상남도 김해시_2015,4,22,208,123,1,103,18.4,9754.0
경상남도 밀양시_2015,1,7,48,24,1,24,21.9,2367.0
경상남도 거제시_2015,3,6,100,60,0,49,9.1,2330.0
경상남도 양산시_2015,3,2,137,63,1,56,22.0,6637.0
경상남도 의령군_2015,0,1,10,5,0,7,21.7,619.0
경상남도 함안군_2015,0,3,23,11,0,12,16.3,1130.0
경상남도 창녕군_2015,0,2,26,12,0,14,32.8,2093.0
경상남도 고성군_2015,0,3,20,11,0,14,16.7,924.0
경상남도 남해군_2015,0,1,22,9,0,10,6.1,282.0
경상남도 하동군_2015,0,2,20,9,0,8,11.4,575.0
경상남도 산청군_2015,0,0,12,5,0,12,1.0,37.0
경상남도 함양군_2015,0,1,22,9,0,9,3.4,136.0
경상남도 거창군_2015,0,3,24,15,0,15,10.4,660.0
경상남도 합천군_2015,0,3,17,10,0,14,16.3,801.0
경상북도 포항시_2015,5,11,262,145,1,124,15.8,15.8
경상북도 경주시_2015,1,13,107,63,1,66,18.1,18.1
경상북도 김천시_2015,2,0,51,30,0,23,16.0,16.0
경상북도 안동시_2015,3,4,78,43,1,39,30.3,30.3
경상북도 구미시_2015,3,8,203,105,1,88,8.7,8.7
경상북도 영주시_2015,0,4,55,26,1,26,19.1,19.1
경상북도 영천시_2015,1,3,58,19,1,35,20.9,20.9
경상북도 상주시_2015,2,1,45,22,0,21,11.2,11.2
경상북도 문경시_2015,1,2,46,16,0,15,17.2,17.2
경상북도 경산시_2015,1,4,130,65,0,58,16.5,16.5
대구광역시 군위군_2015,0,1,9,3,0,5,4.1,100.0
경상북도 의성군_2015,0,3,16,9,0,9,22.0,22.0
경상북도 청송군_2015,0,1,9,5,0,9,13.4,13.4
경상북도 영양군_2015,0,1,1,3,0,3,2.8,2.8
경상북도 영덕군_2015,0,1,17,9,0,11,14.4,14.4
경상북도 청도군_2015,0,4,21,9,0,13,34.5,34.5
경상북도 고령군_2015,0,1,13,9,0,8,9.4,9.4
경상북도 성주군_2015,0,2,19,9,0,10,18.4,18.4
경상북도 칠곡군_2015,0,3,45,21,0,17,15.8,15.8
경상북도 예천군_2015,0,1,15,10,0,10,13.1,13.1
경상북도 봉화군_2015,0,1,7,4,0,7,8.1,8.1
경상북도 울진군_2015,0,2,15,8,0,13,6.2,6.2
경상북도 울릉군_2015,0,0,1,1,0,1,6.2,6.2
광주광역시 동구_2015,3,7,120,54,6,33,57.2,5655.0
광주광역시 서구_2015,5,18,224,137,17,81,20.6,6270.0
광주광역시 남구_2015,3,10,118,96,14,45,27.0,5974.0
광주광역시 북구_2015,5,23,245,167,31,83,22.2,9913.0
광주광역시 광산구_2015,6,23,170,130,18,71,24.1,9659.0
대구광역시 중구_2015,3,9,217,108,1,71,46.3,3748.0
대구광역시 동구_2015,1,9,209,95,0,105,11.4,3974.0
대구광역시 서구_2015,1,9,121,54,0,69,18.3,3780.0
대구광역시 남구_2015,2,9,105,57,0,66,28.8,4627.0
대구광역시 북구_2015,2,17,231,134,0,116,13.9,6150.0
대구광역시 수성구_2015,1,19,308,163,1,193,7.9,3578.0
대구광역시 달서구_2015,2,33,338,189,0,177,13.5,8113.0
대구광역시 달성군_2015,0,6,94,41,0,43,12.1,2333.0
대전광역시 동구_2015,1,1,147,69,1,82,13.0,3116.0
대전광역시 중구_2015,3,4,180,93,1,90,22.9,5873.0
대전광역시 서구_2015,3,21,417,216,3,195,15.6,7673.0
대전광역시 유성구_2015,1,3,172,90,0,91,11.6,3884.0
대전광역시 대덕구_2015,2,4,113,47,0,46,15.2,2983.0
부산광역시 중구_2015,1,0,73,43,0,24,33.0,1510.0
부산광역시 서구_2015,4,2,56,34,1,40,42.8,4967.0
부산광역시 동구_2015,3,6,78,40,1,51,33.8,3108.0
부산광역시 영도구_2015,2,0,74,28,0,34,12.1,1570.0
부산광역시 부산진구_2015,4,12,404,164,1,156,17.3,6586.0
부산광역시 동래구_2015,3,14,166,124,0,116,21.3,5811.0
부산광역시 남구_2015,1,5,149,94,0,83,11.6,3271.0
부산광역시 북구_2015,1,9,154,86,0,71,14.8,4580.0
부산광역시 해운대구_2015,2,11,284,156,1,122,14.5,6125.0
부산광역시 사하구_2015,0,21,170,99,0,85,22.4,7554.0
부산광역시 금정구_2015,1,9,132,88,2,80,22.1,5448.0
부산광역시 강서구_2015,0,1,20,18,0,10,3.3,310.0
부산광역시 연제구_2015,1,9,144,86,2,75,24.1,5083.0
부산광역시 수영구_2015,2,8,110,68,0,81,21.6,3886.0
부산광역시 사상구_2015,2,8,109,59,0,40,28.5,6779.0
부산광역시 기장군_2015,1,5,71,37,1,33,13.5,2066.0
서울특별시 종로구_2015,4,2,167,164,1,129,21.5,3327.0
서울특별시 중구_2015,3,2,205,212,0,88,12.4,1557.0
서울특별시 용산구_2015,1,2,125,107,0,62,4.4,1032.0
서울특별시 성동구_2015,1,5,181,121,0,84,6.0,1782.0
서울특별시 광진구_2015,2,3,261,153,0,118,6.9,2470.0
서울특별시 동대문구_2015,5,13,235,155,1,174,17.0,6134.0
서울특별시 중랑구_2015,2,12,222,139,0,104,7.9,3274.0
서울특별시 성북구_2015,1,4,248,149,0,121,7.1,3273.0
서울특별시 강북구_2015,1,8,227,120,0,93,6.4,2121.0
서울특별시 도봉구_2015,1,7,155,100,0,78,8.1,2832.0
서울특별시 노원구_2015,3,6,334,189,2,157,6.2,3551.0
