P-Value,Correlation
0.0029817184009781,-0.8296731963927382
3.100958763302439e-05,-0.9475764956259708
0.1447795616545278,-0.4960583266084296
0.3643426739794106,0.3219260643578298
0.0018046417154736,-0.8507737619451701
0.0438461089982138,-0.6454475827722231
0.0001124345047047,-0.927206411456176
0.1429286965064134,0.5667981903599516
0.0009133391093545,0.8750979115151523
8.246162747166429e-05,-0.9327503673153944
0.1915433175241904,0.4503300715781376
0.1022251352508501,0.5463891316782514
0.0007273494486172,-0.8822748882512796
0.0017963490759227,-0.8509540108756471
0.0006397421841069,-0.8861297731251996
0.0908213595861694,-0.5620633022922312
0.0207384066983888,0.7125930198423258
